Name,St.No.,Street Name,City,State,Zip,Municipality,Category,
Rite Aid Pharmacies #10935,331,Penn Ave,Pittsburgh,PA,15221,Wilkinsburg,Chain Packaged Food Only,
Rite Aid Pharmacies #10937,623,Smithfield Street,Pittsburgh,PA,15222,Pittsburgh-102,Chain Packaged Food Only,
Rite Aid Pharmacies #10938,880,Butler St,Pittsburgh,PA,15223,Shaler,Chain Packaged Food Only,
Rite Aid Pharmacies #10939,4411,Howley St,Pittsburgh,PA,15224,Pittsburgh-109,Chain Packaged Food Only,
Rite Aid Pharmacies #1094,3210,Banksville Road,Pittsburgh,PA,15216,Pittsburgh-120,Chain Packaged Food Only,
Rite Aid Pharmacies #10940,513,Perry Hwy,Pittsburgh,PA,15229,West View,Chain Packaged Food Only,
Rite Aid Pharmacies #10941,&nbsp;,Pgh Intl Airport / AC-01,Pittsburgh,PA,15231,Findlay,Chain Packaged Food Only,
Rite Aid Pharmacies #10943,2501,Saw Mill Run Blvd,Pittsburgh,PA,15234,Pittsburgh-132,Chain Packaged Food Only,
Rite Aid Pharmacies #10945,3434,Wm Penn Hwy / Penn Ctr,Pittsburgh,PA,15235,Wilkins,Chain Packaged Food Only,
Rite Aid Pharmacies #10946,6200,Saltsburg Rd,Pittsburgh,PA,15235,Penn Hills,Chain Packaged Food Only,
Rite Aid Pharmacies #10948,402,Clairton Blvd,Pittsburgh,PA,15236,Pleasant Hills,Chain Packaged Food Only,
Rite Aid Pharmacies #10949,5410,Keeport Dr,Pittsburgh,PA,15236,Baldwin Boro,Chain Packaged Food Only,
Rite Aid Pharmacies #10950,568,Caste Village,Pittsburgh,PA,15236,Whitehall,Chain Packaged Food Only,
Rite Aid Pharmacies #10953,1130,Perry Hwy,Pittsburgh,PA,15237,Ross,Chain Packaged Food Only,
Rite Aid Pharmacies #10954,1125,Freeport  Road,Pittsburgh,PA,15238,O&#39;Hara,Chain Packaged Food Only,
Rite Aid Pharmacies #10955,1804,Golden Mile Hwy / Route  286,Pittsburgh,PA,15239,Plum,Chain Packaged Food Only,
Rite Aid Pharmacies #10956,1121,Bower Hill Rd S/C St28,Pittsburgh,PA,15243,Mt Lebanon,Chain Packaged Food Only,
Rite Aid Pharmacies #11916,4770,McKnight Rd,Pittsburgh,PA,15237,Ross,Chain Packaged Food Only,
Rite Aid Pharmacies #1370,725,Lysle Blvd,Mc Keesport,PA,15132,McKeesport,Chain Packaged Food Only,
Rite Aid Pharmacies #1448,412,Broadway St,Coraopolis,PA,15108,Coraopolis,Chain Packaged Food Only,
Rite Aid Pharmacies #1589,6375,Library Rd,Library,PA,15129,South Park,Chain Packaged Food Only,
Rite Aid Pharmacies #1925,210,9th St,Glassport,PA,15045,Glassport,Chain Packaged Food Only,
Rite Aid Pharmacies #1944,900,Mt Royal Blvd,Pittsburgh,PA,15223,Shaler,Chain Packaged Food Only,
Rite Aid Pharmacies #2482,300,Market St,Elizabeth,PA,15037,Elizabeth Borough,Chain Packaged Food Only,
Rite Aid Pharmacies #268,5504,Walnut St,Pittsburgh,PA,15232,Pittsburgh-107,Chain Packaged Food Only,
Rite Aid Pharmacies #269,230,Hays Ave,Pittsburgh,PA,15210,Mt Oliver,Chain Packaged Food Only,
Rite Aid Pharmacies #272,209,Atwood St,Pittsburgh,PA,15213,Pittsburgh-104,Chain Packaged Food Only,
Rite Aid Pharmacies #273,2300,Jane St,Pittsburgh,PA,15203,Pittsburgh-116,Chain Packaged Food Only,
Rite Aid Pharmacies #2798,3939,Butler St,Pittsburgh,PA,15201,Pittsburgh-106,Chain Packaged Food Only,
Rite Aid Pharmacies #3200,623,St Clair Ave,Clairton,PA,15025,Clairton,Chain Packaged Food Only,
Rite Aid Pharmacies #3404,4934,2nd Ave,Pittsburgh,PA,15207,Pittsburgh-115,Chain Packaged Food Only,
Rite Aid Pharmacies #3412,1800-14,Morningside Ave,Pittsburgh,PA,15206,Pittsburgh-110,Chain Packaged Food Only,
Rite Aid Pharmacies #3459,802,Pennsylvania Ave,Pittsburgh,PA,15233,Pittsburgh-125,Chain Packaged Food Only,
Rite Aid Pharmacies #3571,103,Allegheny Road,Imperial,PA,15126,North Fayette,Chain Packaged Food Only,
Rite Aid Pharmacies #4419,1529,Freeport Road,Natrona Heights,PA,15065,Harrison,Chain Packaged Food Only,
Rite Aid Pharmacies #4682,100,William Marks Dr,Homestead,PA,15120,Munhall,Chain Packaged Food Only,
Rite Aid Pharmacies #4783,5100,Library  Road,Bethel Park,PA,15102,Bethel Park,Chain Packaged Food Only,
Rite Aid Pharmacies #7825,201,Devine Dr,Wexford,PA,15090,Marshall,Chain Packaged Food Only,
Rite Aid Pharmacies #7832,4155,Ewalt Rd,Gibsonia,PA,15044,Richland,Chain Packaged Food Only,
Rite Aid Pharmacies #7843,3700,Walnut St,Mc Keesport,PA,15132,McKeesport,Chain Packaged Food Only,
Ritter&#39;s Diner Restaurant,5221,Baum Blvd,Pittsburgh,PA,15224,Pittsburgh-108,Restaurant without Liquor,
Ritz Banquet Hall,736,Brookline Blvd,Pittsburgh,PA,15226,Pittsburgh-119,Banquet Hall,
River City Junction,242,Sandy Dr,Greenock,PA,15047,Elizabeth Township,Restaurant without Liquor,
River View Cafe ,1,Allegheny  Avenue,Pittsburgh,PA,15212,Pittsburgh-122,Restaurant without Liquor,
Riverdale UP Church,1555,Brodhead Rd,Coraopolis,PA,15108,Moon,Church Kitchen,
Riverhounds Concession #1,510,Station Sq Dr,Pittsburgh,PA,15219,Pittsburgh-119,Restaurant without Liquor,
Riverhounds Concession #2,510,Station Sq Dr,Pittsburgh,PA,15219,Pittsburgh-119,Restaurant without Liquor,
Riverhounds Concession #3,510,Station Sq Dr,Pittsburgh,PA,15219,Pittsburgh-119,Restaurant without Liquor,
Rivers Casino / 44Six Club,777,Casino Dr,Pittsburgh,PA,15212,Pittsburgh-121,Restaurant with Liquor,
Rivers Casino / Andrews Steak and Seafood,777,Casino Dr,Pittsburgh,PA,15212,Pittsburgh-121,Restaurant with Liquor,
Rivers Casino / Ballroom Plate Up Kitchen,777,Casino Drive,Pittsburgh,PA,15212,Pittsburgh-121,Banquet Hall,
Rivers Casino / Banquet Kitchen,777,Casino Dr,Pittsburgh,PA,15212,Pittsburgh-121,Caterer,
Rivers Casino / Butcher Shop Kitchen,777,Casino Dr,Pittsburgh,PA,15212,Pittsburgh-121,Food Processor,
Rivers Casino / Casino Service Bar #1,777,Casino Dr,Pittsburgh,PA,15212,Pittsburgh-121,Restaurant with Liquor,
Rivers Casino / Casino Service Bar #2,777,Casino Dr,Pittsburgh,PA,15212,Pittsburgh-121,Restaurant with Liquor,
Rivers Casino / Casino Service Bar #3,777,Casino Dr,Pittsburgh,PA,15212,Pittsburgh-121,Restaurant with Liquor,
Rivers Casino / Ciao Restaurant,777,Casino Dr,Pittsburgh,PA,15212,Pittsburgh-121,Restaurant without Liquor,
Rivers Casino / Drum Bar,777,Casino Dr,Pittsburgh,PA,15212,Pittsburgh-121,Restaurant with Liquor,
Rivers Casino / Garde Manger Kitchen,777,Casino Dr,Pittsburgh,PA,15212,Pittsburgh-121,Food Processor,
Rivers Casino / Grand View Buffet Ser #1,777,Casino Dr,Pittsburgh,PA,15212,Pittsburgh-121,Restaurant with Liquor,
Rivers Casino / Grand View Buffet Ser #2,777,Casino Dr,Pittsburgh,PA,15212,Pittsburgh-121,Restaurant with Liquor,
Rivers Casino / Grand View Restaurant Serv Kit&amp;Bar,777,Casino Dr,Pittsburgh,PA,15212,Pittsburgh-121,Restaurant with Liquor,
Rivers Casino / Levels Bar,777,Casino Dr,Pittsburgh,PA,15212,Pittsburgh-121,Restaurant with Liquor,
Rivers Casino / Pastry Kitchen,777,Casino Dr,Pittsburgh,PA,15212,Pittsburgh-121,Chain Bakery,
Rivers Casino / Spiral Bar,777,Casino Dr,Pittsburgh,PA,15212,Pittsburgh-121,Restaurant with Liquor,
Rivers Casino / Team Dining Room,777,Casino Dr,Pittsburgh,PA,15212,Pittsburgh-121,Restaurant without Liquor,
Rivers Casino / Warehouse,777,Casino Dr,Pittsburgh,PA,15212,Pittsburgh-121,Warehouse,
Rivers Casino / West End Cafe,777,Casino Dr,Pittsburgh,PA,15212,Pittsburgh-121,Restaurant without Liquor,
Rivers Casino / Wheelhouse,777,Casino Dr,Pittsburgh,PA,15212,Pittsburgh-121,Restaurant with Liquor,
Rivers Casino /Grand View Buffet Production Kitche,777,Casino Dr,Pittsburgh,PA,15212,Pittsburgh-121,Restaurant without Liquor,
Rivers Casino /Self Serv Compl Beve Station East,777,Casino Dr,Pittsburgh,PA,15212,Pittsburgh-121,Restaurant without Liquor,
Riverside Landing Social Hall,12,Washington Avenue,Oakmont,PA,15139,Oakmont,Church Kitchen,
Rivertowne Inn,500,Jones Street,Verona,PA,15147,Verona,Chain Restaurant with Liquor,
Rivertowne North Shore,337,North Shore  Drive,Pittsburgh,PA,15212,Pittsburgh-122,Chain Restaurant with Liquor,
Rivertowne Pour House,312,Center Rd,Monroeville,PA,15146,Monroeville,Chain Restaurant with Liquor,
Riverview Children&#39;s Center Kitchen,655,Sylvan Way,Verona,PA,15147,Verona,Satellite Kitchen,
Riverview Community Action,501,2nd Street,Oakmont,PA,15139,Oakmont,Adult Food Service,
Riverview Golf Course,97,Golf Course Dr,Elizabeth,PA,15037,Forward,Restaurant with Liquor,
Riverview Presbyterian Church Food Pantry,3505,Perrysville Avenue,Pittsburgh,PA,15214,Pittsburgh-126,Community Service Facility/Exempt,
Riverview Sr High Cafeteria,100,Hulton Road,Oakmont,PA,15139,Oakmont,Full Service Kitchen,
Riverview Tower,52,Garretta Street,Pittsburgh,PA,15217,Pittsburgh-115,Adult Food Service,
Riverview United Presbyterian Church,3505,Perrysville Avenue,Pittsburgh,PA,15214,Pittsburgh-126,Church Kitchen,
Riviera Pizza,1213,Spring Garden Avenue,Pittsburgh,PA,15212,Pittsburgh-124,Restaurant without Liquor,
RoadRunner&#39;s Lounge,2401,Saw Mill Run  Boulevard,Pittsburgh,PA,15234,Pittsburgh-132,Restaurant with Liquor,
Roasted Barrelhouse &amp; Eatery,3705,Butler Street,Pittsburgh,PA,15201,Pittsburgh-106,Restaurant with Liquor,
Robbie&#39;s Super-Stuff,1000,Ardmore Blvd,Pittsburgh,PA,15221,North Braddock,Restaurant without Liquor,
Robert Morris RoMo &#39; s Cafe,6001,University  Boulevard,Coraopolis,PA,15108,Moon,Restaurant without Liquor,
Robert Morris University / Charles L Sewall Center,6001,University Blvd,Coraopolis,PA,15108,Moon,Hospital Gov University (limited),
Robert Morris University / Food Court-Student Ctr,6001,University Blvd,Coraopolis,PA,15108,Moon,University Food Service,
Robert Morris University / The Hale Coffee Kiosk,6001,University Blvd,Coraopolis,PA,15108,Moon,Restaurant without Liquor,
Robert Morris University Island Sports Ctr Cafe,7600,Grand Ave,Pittsburgh,PA,15225,Neville,Restaurant with Liquor,
Robert Morris University/ Sewall Ctr #1,6001,University Blvd,Coraopolis,PA,15108,Moon,Hospital Gov University (limited),
Robert Morris Wheatley Center Cafe&#39;,6001,University Boulevard,Coraopolis,PA,15108,Moon,Restaurant without Liquor,
Robert Wholey Co,1711,Penn Avenue,Pittsburgh,PA,15222,Pittsburgh-102,Supermarket,
Robinson GetGo Fuel Kiosk #3257,6513,Steubenville Pike,Pittsburgh,PA,15205,Robinson,Chain Packaged Food Only,
Robinson Twp American Legion #862,2275,McKees Rocks Road,Mc Kees Rocks,PA,15136,Robinson,Social Club-Bar Only,
Robinson&#39;s Bar &amp; Grill,3184,McClure  Street,Pittsburgh,PA,15212,Pittsburgh-127,Restaurant with Liquor,
Robyn&#39;s Hallmark Shop,7900,McKnight Rd,Pittsburgh,PA,15237,Ross,Chain Packaged Food Only,
Roccos Inn,7105,Harrison St,Pittsburgh,PA,15218,Swissvale,Restaurant with Liquor,
Rock &#39;n&#39; Joe&#39;s Coffee Bar,524,Penn Avenue,Pittsburgh,PA,15222,Pittsburgh-102,Chain Restaurant with Liquor,
Rock Bottom Brewery / Sing Sing Piano Bar,171,E Bridge  Street,Homestead,PA,15120,Homestead,Chain Restaurant with Liquor,
Rock Room,1054,Herron Ave,Pittsburgh,PA,15219,Pittsburgh-106,Restaurant with Liquor,
Rock Run Inn,800,Rock Run Rd,Elizabeth,PA,15037,Elizabeth Township,Restaurant with Liquor,
Rockefeller&#39;s Grille,1833,McKees Rocks Rd,Mc Kees Rocks,PA,15136,Kennedy,Restaurant with Liquor,
Rocket Fizz,306,McHolme  Drive,Pittsburgh,PA,15275,North Fayette,Chain Packaged Food Only,
Rocket Fizz,255,Bridge Street,Homestead,PA,15120,West Homestead,Chain Packaged Food Only,
Rocks Express,700,Frederick  Street,Mc Kees Rocks,PA,15136,McKees Rocks,Retail/Convenience Store,
Rocks Landing Bar &amp; Grille,506,Chartiers  Avenue,Mc Kees Rocks,PA,15136,McKees Rocks,Restaurant with Liquor,
Rocks Market,801,Broadway Avenue,Mc Kees Rocks,PA,15136,Stowe,Packaged Food Only,
Rockwell Market/Rockwell Hall @ Duquesne Univ.,600,Forbes Avenue,Pittsburgh,PA,15282,Pittsburgh-101,Retail/Convenience Store,
Rockwell&#39;s Red Lion,201,2nd St,Elizabeth,PA,15037,Elizabeth Borough,Restaurant with Liquor,
Rocky&#39;s Lounge,1201,Washington Avenue Extension,Carnegie,PA,15106,Scott,Restaurant with Liquor,
Rocky&#39;s Restaurant,4759,Liberty Ave,Pittsburgh,PA,15224,Pittsburgh-108,Restaurant without Liquor,
Rocky&#39;s Rt 8,602,Willruth Dr,Allison Park,PA,15101,Shaler,Restaurant with Liquor,
Rodef Shalom,4905,5th Ave,Pittsburgh,PA,15213,Pittsburgh-107,Church Kitchen,
Rodi Lounge,604,Tulip Road,Pittsburgh,PA,15235,Penn Hills,Restaurant with Liquor,
Rodman St Missionary Baptist Church/Day Care,6111,Rodman  Street,Pittsburgh,PA,15206,Pittsburgh-111,Child Food Service,
Rodos Greek Cafe,1531,Lincoln Way,Mc Keesport,PA,15131,White Oak,Restaurant without Liquor,
Rogue BBQ,825,Commonwealth  Avenue,West Mifflin,PA,15122,West Mifflin,Caterer,
Roland&#39;s Seafood Grill,1904,Penn Avenue,Pittsburgh,PA,15222,Pittsburgh-102,Restaurant with Liquor,
Rollier&#39;s Hardware,600,Washington Rd,Pittsburgh,PA,15228,Mt Lebanon,Retail/Convenience Store,
Rolling Cones,1185,Galaxy Circle,Pittsburgh,PA,15241,Upper St Clair,Mobile,
Rolling Pepperoni,608,Farragut Street,Pittsburgh,PA,15209,Millvale,Food Processor,
Roma Italian Restaurant,928,Route 910,Indianola,PA,15051,Indiana,Restaurant with Liquor,
Roman Bistro &amp; Blvd Bottle Shop,2104,Ardmore Boulevard,Pittsburgh,PA,15221,Forest Hills,Restaurant with Liquor,
Romp &#39;N Roll,1661,Sutter Road,Glenshaw,PA,15116,Shaler,Restaurant without Liquor,
Ron &amp; Frank&#39;s,1011,Russellton Road,Cheswick,PA,15024,Harmar,Food Processor,
Ron&#39;s Bar,3000,Shadeland  Avenue,Pittsburgh,PA,15212,Pittsburgh-127,Restaurant with Liquor,
Ron&#39;s Pizza Palace,1535,Lowrie  Street,Pittsburgh,PA,15212,Pittsburgh-124,Restaurant without Liquor,
Ron&#39;s Place @ Champion Commons,5231,Penn Avenue,Pittsburgh,PA,15224,Pittsburgh-110,Hospital Gov University (limited),
Rookies&#39; Bar,3619,Brownsville Rd,Pittsburgh,PA,15227,Brentwood,Restaurant with Liquor,
Rooster&#39;s Roadhouse Restaurant,5021,Thoms Run Road,Oakdale,PA,15071,Collier,Restaurant with Liquor,
Rose Ridge Golf Course,4769,Route  910,Allison Park,PA,15101,West Deer,Restaurant with Liquor,
Rose Tea Cafe,5874   1/2,Forbes Avenue,Pittsburgh,PA,15217,Pittsburgh-114,Chain Restaurant without Liquor,
Rose Tea Cafe Express,414,Craig Street,Pittsburgh,PA,15213,Pittsburgh-104,Chain Restaurant without Liquor,
Rose&#39;s #493,1258,Hoffman Boulevard,West Mifflin,PA,15122,West Mifflin,Chain Packaged Food Only,
Rosecliff Tavern,4040,Monroeville Blvd,Monroeville,PA,15146,Monroeville,Restaurant with Liquor,
Rosedale Lanes Snack Bar,5900,Rockcliff Road,Verona,PA,15147,Penn Hills,Restaurant without Liquor,
Rosing Lounge,7217,Frankstown Ave,Pittsburgh,PA,15208,Pittsburgh-113,Restaurant with Liquor,
Ross Dress For Less #1417,7219,McKnight Road,Pittsburgh,PA,15237,Ross,Packaged Food Only,
Ross Dress For Less #1418,500,Settlers Ridge Center Drive,Pittsburgh,PA,15205,Robinson,Chain Packaged Food Only,
Ross Elementary School Cafeteria,90,Houston Road,Pittsburgh,PA,15237,Ross,Full Service Kitchen,
Ross Township Municipal Center,1000,Ross Municipal Dr,Pittsburgh,PA,15237,Ross,Adult Food Service,
Rossi&#39;s Market,64,Forest Grove Road,Coraopolis,PA,15108,Robinson,Retail/Convenience Store,
Rosso Pizzeria,120,5th Avenue  Place,Pittsburgh,PA,15222,Pittsburgh-102,Restaurant without Liquor,
Round The Corner Carryout,2056,Saxonburg Boulevard,Gibsonia,PA,15044,West Deer,Restaurant without Liquor,
Roundabout Brewery,4901,Butler Street,Pittsburgh,PA,15201,Pittsburgh-109,Restaurant with Liquor,
Row House Cinema / Atlas Bottle Works,4115,Butler Street,Pittsburgh,PA,15201,Pittsburgh-109,Restaurant with Liquor,
Rowdy BBQ,3900,Saw Mill Run  Boulevard,Pittsburgh,PA,15227,Brentwood,Restaurant without Liquor,
Rox-Bottoms H&amp;F Club,342,Olivia St,Mc Kees Rocks,PA,15136,McKees Rocks,Social Club-Bar Only,
Roxanne&#39;s Catering,116,Highland Avenue,Pittsburgh,PA,15206,Pittsburgh-108,Transient Caterer,
Roy McKnight Hockey Rink  / Shady Side Academy,423,Fox Chapel  Road,Pittsburgh,PA,15238,Fox Chapel,Ice Arena,
Royal Lounge,600,Weyman Rd,Pittsburgh,PA,15236,Whitehall,Restaurant with Liquor,
Royal Myanmar Restaurant ,644,Center Avenue,Pittsburgh,PA,15229,West View,Restaurant without Liquor,
Royal Oak School,4413,Mt Royal Blvd,Allison Park,PA,15101,Hampton,Full Service Kitchen,
Royal Place,2660,Library Rd,Pittsburgh,PA,15234,Pittsburgh-132,Restaurant with Liquor,
Rte #286 Exxon,2405,Golden Mile Highway,Pittsburgh,PA,15239,Plum,Chain Retail/Convenience Store,
Rudy&#39;s Grill,107,Island Ave,Mc Kees Rocks,PA,15136,McKees Rocks,Restaurant with Liquor,
Rudy&#39;s Submarines,270,Yost Boulevard,Pittsburgh,PA,15221,Braddock Hills,Chain Restaurant without Liquor,
Rudy&#39;s Subs,1794,Golden Mile Hwy,Monroeville,PA,15146,Monroeville,Chain Restaurant without Liquor,
Rudy&#39;s Subs,3942,Wm Penn Hwy,Monroeville,PA,15146,Monroeville,Chain Restaurant without Liquor,
Rudys House Of Submarines,1920,Monongahela Ave,Pittsburgh,PA,15218,Swissvale,Chain Restaurant without Liquor,
Rugger&#39;s Pub,40,S 22nd St,Pittsburgh,PA,15203,Pittsburgh-116,Restaurant with Liquor,
Rullo&#39;s Bar &amp; Grill,65,Station St,Pittsburgh,PA,15205,Crafton,Restaurant with Liquor,
Rum Runners,3385,Babcock  Boulevard,Pittsburgh,PA,15237,Ross,Restaurant with Liquor,
Rumerz Restaurant &amp; Pizza,1216,Woods Run  Avenue,Pittsburgh,PA,15212,Pittsburgh-127,Restaurant with Liquor,
Rumfish Grille ,1155,Washington Pike,Bridgeville,PA,15017,Collier,Restaurant with Liquor,
Rupe&#39;s Roadhouse,325,Camp Horne Road,Pittsburgh,PA,15202,Kilbuck,Restaurant with Liquor,
Rustic Lantern,623,Butler Street,Pittsburgh,PA,15223,Etna,Restaurant with Liquor,
Rusty Barrel Saloon,149,18th Street,Pittsburgh,PA,15203,Pittsburgh-117,Restaurant with Liquor,
Ruth &amp; Herb&#39;s Hotel Restaurant,370,Rochester Rd,Pittsburgh,PA,15237,Ross,Restaurant with Liquor,
Ruth&#39;s Chris Steak House,6,PPG Pl,Pittsburgh,PA,15222,Pittsburgh-101,Chain Restaurant with Liquor,
Ruthfred Market,3400 Suite 4,South Park  Road,Bethel Park,PA,15102,Bethel Park,Retail/Convenience Store,
Rxpresso,335,Sutherland  Drive,Pittsburgh,PA,15213,Pittsburgh-104,Restaurant without Liquor,
Ryan&#39;s Pub,607,Braddock Avenue,Pittsburgh,PA,15221,Pittsburgh-114,Restaurant with Liquor,
S &amp; D Coffee Warehouse,1418,Parkway View Drive,Pittsburgh,PA,15205,Robinson,Warehouse,
S &amp; D Polish Deli,2204,Penn Avenue,Pittsburgh,PA,15222,Pittsburgh-102,Restaurant without Liquor,
S &amp; R Market,4915,2nd  Ave,Pittsburgh,PA,15207,Pittsburgh-115,Chain Retail/Convenience Store,
S &amp; S Candy &amp; Cigar Co,2025,E Carson St,Pittsburgh,PA,15203,Pittsburgh-117,Warehouse,
S &amp; S Express Food Mart,922,Main Street,Pittsburgh,PA,15215,Sharpsburg,Retail/Convenience Store,
S &amp; S Tobacco Outlet,4034,Clairton Blvd,Pittsburgh,PA,15227,Brentwood,Packaged Food Only,
S B Charters Grocery,5850,Meridian Rd,Gibsonia,PA,15044,Richland,Adult Food Service,
S K Frey Chocolates &amp; Confections,2312,Main St,Pittsburgh,PA,15215,Sharpsburg,Food Processor,
S V Temple Staff Quarters Bldg,1230,S McCully Dr,Pittsburgh,PA,15235,Penn Hills,Adult Food Service,
S-L Distribution,4801,Grand Avenue,Pittsburgh,PA,15225,Neville,Warehouse,
S-L Distribution Co,100,Pennant Drive,Pittsburgh,PA,15239,Plum,Warehouse,
SAE International,400,Commonwealth Dr,Warrendale,PA,15086,Marshall,Restaurant without Liquor,
SAI Sunoco,3039,Freeport Road,Natrona Heights,PA,15065,Harrison,Chain Retail/Convenience Store,
SDC Nutrition,170,Industry Drive,Pittsburgh,PA,15275,Findlay,Food Processor,
SG Management Services,9411,University Blvd,Coraopolis,PA,15108,Moon,Chain Retail/Convenience Store,
SMOKE BarBeque Taqueria,4115,Butler Street,Pittsburgh,PA,15201,Pittsburgh-109,Restaurant with Liquor,
SMOQ PITT,600,Brookline Boulevard,Pittsburgh,PA,15226,Pittsburgh-119,Restaurant without Liquor,
STEMsteps ,3281,Wexford Road,Gibsonia,PA,15044,Pine,Full Service Kitchen,
SVH Hospitality Shop,720,Blackburn Rd,Sewickley,PA,15143,Sewickley,Community Service Facility/Exempt,
SW Vet Ctr Old Glory Canteen,7060,Highland Dr,Pittsburgh,PA,15206,Pittsburgh-112,Nursing Home/Personal Care Snack Bar,
Sabroso PGH,1925,Carson Street,Pittsburgh,PA,15203,Pittsburgh-117,Mobile,
Sacred Heart Church Cafeteria,154,Orchard Ave,Pittsburgh,PA,15202,Emsworth,Church Kitchen,
Sacred Heart Elementary School Cafeteria,325,Emerson St,Pittsburgh,PA,15206,Pittsburgh-107,Full Service Kitchen,
Safari Club,704,W Grant St,Duquesne,PA,15110,Duquesne,Restaurant with Liquor,
Safi Market,1518,Mifflin Street,Homestead,PA,15120,Homestead,Retail/Convenience Store,
Safrans Market,429,Walnut St,Sewickley,PA,15143,Sewickley,Supermarket,
Saga Hibachi Steakhouse,1040,Settlers Ridge Center Drive,Pittsburgh,PA,15205,Robinson,Chain Restaurant with Liquor,
Saga Hibachi Steakhouse,301,South Hills Village,Pittsburgh,PA,15241,Bethel Park,Chain Restaurant without Liquor,
Saga Steakhouse &amp; Sushi,710,Mall Circle Drive,Monroeville,PA,15146,Monroeville,Chain Restaurant with Liquor,
